meal_id,meal_name,cuisine,meal_type,diet_type,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,is_healthy,image_url,macro_kcal,kcal_diff_pct,implausible,cal_per_100g,score_cal,score_sodium,score_sugar,score_fiber,pct_p,pct_c,pct_f,score_macro,health_score
1008,Tree Curry,Italian,Breakfast,Vegan,736.0,73.9,113.1,35.6,5.7,2.4,1456.0,280.0,456.0,Grilled,28.0,105.0,4.7,0,https://example.com/images/meal_1008.jpg,1068.4,0.45163043478260884,False,161.4035087719298,0.10666666666666669,0.029333333333333322,0.904,0.07000000000000002,27.667540247098465,42.34369150131037,29.988768251591164,1.0,42.2
1010,Treatment Soup,American,Snack,Paleo,1161.0,35.0,104.9,23.3,2.8,30.0,942.0,8.0,401.0,Raw,53.0,86.0,4.1,0,https://example.com/images/meal_1010.jpg,769.3000000000001,0.3373815676141257,False,289.52618453865335,0.0,0.372,0.0,0.0,18.198362147406733,54.54309112179904,27.25854673079423,0.9699727024567789,26.83945404913558
1011,Science Curry,Italian,Dinner,Vegetarian,789.0,66.6,12.2,29.8,23.7,37.5,847.0,152.0,392.0,Roasted,47.0,103.0,4.7,0,https://example.com/images/meal_1011.jpg,583.4,0.26058301647655263,False,201.27551020408166,0.018333333333333313,0.43533333333333335,0.0,1.0,45.66335275968461,8.364758313335619,45.97188892697977,0.30607930522226034,35.19491943777854
1014,Store Soup,Indian,Snack,Keto,1015.0,10.9,91.1,37.0,11.3,5.6,302.0,136.0,366.0,Grilled,35.0,8.0,1.3,0,https://example.com/images/meal_1014.jpg,741.0,0.26995073891625615,False,277.3224043715847,0.0,0.7986666666666666,0.776,0.6300000000000001,5.883940620782726,49.17678812415654,44.93927125506073,0.5990778227620331,56.074889788574
1017,Small Pasta,Indian,Dinner,Vegan,685.0,43.0,40.2,17.7,8.5,22.0,122.0,224.0,281.0,Steamed,5.0,20.0,2.7,0,https://example.com/images/meal_1017.jpg,492.1,0.2816058394160584,False,243.77224199288256,0.19166666666666665,0.9186666666666666,0.12,0.35,34.95224547856127,32.676285307864255,32.37146921357447,0.8779380884644042,49.16542843595475
1019,Choice Wrap,American,Breakfast,Paleo,725.0,74.7,5.2,14.3,6.3,27.9,2085.0,49.0,378.0,Grilled,56.0,98.0,3.3,0,https://example.com/images/meal_1019.jpg,448.30000000000007,0.381655172413793,False,191.7989417989418,0.125,0.0,0.0,0.12999999999999998,66.6517956725407,4.639750167298684,28.708454160160606,0.3333333333333333,11.766666666666667
1021,Decision Rice,Mediterranean,Snack,Keto,880.0,18.3,25.9,40.9,23.6,5.4,2499.0,278.0,159.0,Fried,7.0,78.0,4.2,0,https://example.com/images/meal_1021.jpg,544.9,0.38079545454545455,False,553.4591194968554,0.0,0.0,0.784,1.0,13.433657551844377,19.01266287392182,67.55367957423381,0.22389429253073959,40.15788585061479
1022,Gas Soup,American,Snack,Keto,642.0,17.0,93.6,41.2,13.0,49.0,1208.0,0.0,432.0,Roasted,46.0,91.0,1.1,0,https://example.com/images/meal_1022.jpg,813.2,0.2666666666666667,False,148.61111111111111,0.2633333333333333,0.19466666666666665,0.0,0.8,8.362026561731431,46.04033448106246,45.5976389572061,0.6294064600754221,37.74812920150844
1023,Data Salad,Mexican,Dinner,Vegetarian,510.0,18.1,48.7,22.0,22.3,41.0,1824.0,101.0,361.0,Raw,53.0,76.0,1.8,0,https://example.com/images/meal_1023.jpg,465.20000000000005,0.08784313725490187,False,141.2742382271468,0.4833333333333333,0.0,0.0,1.0,15.563198624247635,41.874462596732585,42.56233877901977,0.8000143307537977,45.66695328174262
1024,On Pasta,Chinese,Snack,Vegan,285.0,24.5,25.7,4.4,26.5,28.3,1552.0,123.0,145.0,Grilled,53.0,60.0,2.3,0,https://example.com/images/meal_1024.jpg,240.4,0.15649122807017543,False,196.55172413793102,0.8583333333333334,0.0,0.0,1.0,40.76539101497504,42.762063227953405,16.472545757071547,0.8451192457016085,54.06905158069883
1026,Day Sandwich,Italian,Dinner,Balanced,567.0,60.6,30.7,14.9,14.1,24.4,1428.0,159.0,454.0,Baked,22.0,26.0,3.3,0,https://example.com/images/meal_1026.jpg,499.29999999999995,0.11940035273368614,False,124.8898678414097,0.3883333333333333,0.04800000000000004,0.02400000000000002,0.9099999999999999,48.54796715401562,24.594432205087124,26.857600640897257,0.5174410841845251,37.75548835035717
1028,Full Soup,Japanese,Dinner,Vegetarian,788.0,33.6,139.5,53.0,5.2,28.8,1826.0,223.0,215.0,Boiled,42.0,119.0,3.8,0,https://example.com/images/meal_1028.jpg,1169.4,0.4840101522842641,False,366.51162790697674,0.020000000000000018,0.0,0.0,0.020000000000000018,11.493073370959465,47.71677783478707,40.79014879425346,0.7617154096117668,16.034308192235336
1032,Gas Wrap,Italian,Dinner,Paleo,1094.0,13.7,128.9,35.3,23.7,29.7,576.0,72.0,447.0,Fried,46.0,61.0,4.0,0,https://example.com/images/meal_1032.jpg,888.0999999999999,0.1882084095063986,False,244.74272930648772,0.0,0.616,0.0,1.0,6.170476297714222,58.0565251660849,35.77299853620088,0.7056825432571406,46.43365086514281
1035,Choice Pasta,Mediterranean,Snack,Balanced,916.0,15.4,108.9,48.5,7.1,39.3,579.0,87.0,344.0,Boiled,22.0,90.0,4.5,0,https://example.com/images/meal_1035.jpg,933.7,0.019323144104803545,False,266.27906976744185,0.0,0.614,0.0,0.20999999999999996,6.597408161079575,46.65310056763414,46.749491271286274,0.5807986148298884,28.095972296597765
1037,Difference Curry,American,Dinner,Vegetarian,603.0,31.9,81.3,19.9,16.4,38.5,1870.0,205.0,313.0,Boiled,31.0,15.0,3.0,0,https://example.com/images/meal_1037.jpg,631.9,0.047927031509121025,False,192.6517571884984,0.32833333333333337,0.0,0.0,1.0,20.193068523500553,51.463839215065676,28.34309226143377,1.0,46.56666666666666
1038,Effort Wrap,Mediterranean,Snack,Low-Carb,287.0,21.3,4.5,36.1,3.7,16.9,2295.0,173.0,237.0,Boiled,55.0,103.0,1.9,0,https://example.com/images/meal_1038.jpg,428.1,0.491637630662021,False,121.09704641350211,0.855,0.0,0.32400000000000007,0.0,19.901892081289418,4.204625087596356,75.89348283111423,0.33169820135482364,30.213964027096473
1039,Follow Wrap,Mediterranean,Lunch,Vegetarian,539.0,68.8,9.1,12.7,14.9,36.8,176.0,152.0,133.0,Steamed,59.0,19.0,3.4,0,https://example.com/images/meal_1039.jpg,425.9,0.20983302411873844,False,405.2631578947368,0.43500000000000005,0.8826666666666667,0.0,0.99,64.61610706738671,8.546607184785161,26.837285747828126,0.3333333333333333,52.820000000000014
1041,Prevent Sandwich,Indian,Lunch,Vegetarian,1024.0,48.2,115.9,56.6,23.5,6.8,1485.0,101.0,238.0,Steamed,24.0,57.0,4.6,0,https://example.com/images/meal_1041.jpg,1165.8000000000002,0.13847656250000018,False,430.25210084033614,0.0,0.010000000000000009,0.728,1.0,16.537999656887973,39.766683822267964,43.69531652084405,0.793489449305198,50.62978898610396
1042,Why Pasta,Thai,Snack,Paleo,616.0,36.0,84.1,38.9,11.0,1.8,2374.0,165.0,469.0,Roasted,34.0,39.0,4.2,0,https://example.com/images/meal_1042.jpg,830.5,0.3482142857142857,False,131.34328358208955,0.30666666666666664,0.0,0.9279999999999999,0.6,17.338952438290185,40.50571944611679,42.15532811559301,0.8363937387116197,53.42120810756572
1044,Wish Wrap,Japanese,Dinner,Balanced,541.0,5.9,109.6,35.0,11.3,22.6,1658.0,257.0,409.0,Grilled,55.0,6.0,2.4,0,https://example.com/images/meal_1044.jpg,777.0,0.43622920517560076,False,132.27383863080684,0.43166666666666664,0.0,0.09599999999999997,0.6300000000000001,3.0373230373230373,56.42213642213642,40.54054054054054,0.6012441012441013,35.17821535821536
1045,Education Stew,Mediterranean,Breakfast,Low-Carb,928.0,44.0,62.0,49.7,0.4,48.1,1154.0,279.0,313.0,Roasted,12.0,83.0,1.6,0,https://example.com/images/meal_1045.jpg,871.3,0.06109913793103453,False,296.48562300319486,0.0,0.2306666666666667,0.0,0.0,20.199701595317343,28.4632158843108,51.33708252037186,0.5354355560656491,15.322044454646317
1048,Fly Soup,Indian,Lunch,Low-Carb,780.0,30.4,71.9,30.8,24.7,15.2,2091.0,79.0,218.0,Fried,50.0,24.0,3.4,0,https://example.com/images/meal_1048.jpg,686.4000000000001,0.11999999999999988,False,357.79816513761466,0.033333333333333326,0.0,0.392,1.0,17.71561771561771,41.8997668997669,40.38461538461538,0.8721833721833722,45.950334110334104
1049,Foot Wrap,Mexican,Snack,Balanced,739.0,24.5,96.7,16.3,5.6,42.3,2201.0,139.0,150.0,Fried,41.0,98.0,1.4,0,https://example.com/images/meal_1049.jpg,631.5,0.14546684709066307,False,492.6666666666667,0.10166666666666668,0.0,0.0,0.05999999999999996,15.518606492478227,61.25098970704672,23.23040380047506,0.8211269464238584,19.6558722618105
1051,Money Wrap,Italian,Dinner,Paleo,918.0,35.3,66.6,19.1,25.6,21.6,722.0,220.0,246.0,Grilled,21.0,45.0,3.0,0,https://example.com/images/meal_1051.jpg,579.5,0.3687363834422658,False,373.1707317073171,0.0,0.5186666666666666,0.1359999999999999,1.0,24.36583261432269,45.97066436583261,29.663503019844693,1.0,53.09333333333333
1055,Knowledge Stew,Mexican,Lunch,Vegan,889.0,59.9,50.2,21.3,23.1,28.4,986.0,131.0,136.0,Boiled,6.0,64.0,2.3,0,https://example.com/images/meal_1055.jpg,632.1,0.2889763779527559,False,653.6764705882354,0.0,0.3426666666666667,0.0,1.0,37.90539471602594,31.767125454833096,30.327479829140962,0.8143621789801193,43.14057691293572
1058,Hour Salad,Italian,Breakfast,Low-Carb,547.0,27.5,66.4,39.6,25.3,30.1,1805.0,126.0,396.0,Roasted,42.0,58.0,4.9,0,https://example.com/images/meal_1058.jpg,732.0,0.3382084095063985,False,138.13131313131314,0.42166666666666663,0.0,0.0,1.0,15.027322404371585,36.28415300546449,48.68852459016394,0.6270491803278689,40.97431693989071
1064,Meet Wrap,Indian,Snack,Vegan,1015.0,66.1,138.4,30.7,22.2,41.5,495.0,192.0,455.0,Grilled,35.0,64.0,3.6,0,https://example.com/images/meal_1064.jpg,1094.3,0.07812807881773394,False,223.0769230769231,0.0,0.6699999999999999,0.0,1.0,24.16156447043772,50.58941789271682,25.249017636845473,1.0,53.400000000000006
1065,Nothing Curry,Japanese,Lunch,Vegan,689.0,23.5,26.6,48.0,6.6,14.6,2288.0,48.0,263.0,Grilled,49.0,31.0,1.9,0,https://example.com/images/meal_1065.jpg,632.4,0.08214804063860671,False,261.9771863117871,0.18500000000000005,0.0,0.41600000000000004,0.15999999999999998,14.864010120177104,16.824794433902596,68.3111954459203,0.24773350200295174,20.17467004005904
1066,Time Stew,American,Lunch,Balanced,1156.0,69.2,129.9,12.5,17.5,29.1,76.0,221.0,185.0,Fried,10.0,87.0,1.4,0,https://example.com/images/meal_1066.jpg,908.9000000000001,0.2137543252595155,False,624.8648648648649,0.0,0.9493333333333334,0.0,1.0,30.45439542303884,57.168005281109025,12.377599295852129,0.836826566912385,55.723198004914366
1068,Tree Soup,Japanese,Snack,Vegan,970.0,43.5,146.5,28.0,7.5,13.9,1004.0,38.0,402.0,Steamed,58.0,47.0,3.9,0,https://example.com/images/meal_1068.jpg,1012.0,0.04329896907216495,False,241.29353233830844,0.0,0.33066666666666666,0.44399999999999995,0.25,17.193675889328063,57.905138339920946,24.90118577075099,0.9048089591567853,38.589512516469036
1070,Month Stew,Italian,Snack,Paleo,443.0,72.9,81.2,0.2,10.7,38.3,1094.0,118.0,169.0,Boiled,7.0,110.0,1.7,0,https://example.com/images/meal_1070.jpg,618.2,0.39548532731376984,False,262.1301775147929,0.595,0.2706666666666667,0.0,0.57,47.16920090585571,52.539631187318015,0.2911679068262698,0.468699450016176,38.08732233365685
1072,History Soup,Thai,Dinner,Low-Carb,676.0,41.5,27.5,14.1,17.7,30.9,2056.0,215.0,134.0,Grilled,12.0,12.0,2.7,0,https://example.com/images/meal_1072.jpg,402.9,0.40399408284023675,False,504.4776119402985,0.20666666666666667,0.0,0.0,1.0,41.20129064283942,27.302060064532142,31.496649292628444,0.6850128236948788,37.83358980723091
1073,Letter Stew,American,Breakfast,Keto,1107.0,29.8,112.8,57.5,28.6,33.5,1840.0,27.0,122.0,Steamed,44.0,117.0,3.6,0,https://example.com/images/meal_1073.jpg,1087.9,0.017253839205058637,False,907.3770491803278,0.0,0.0,0.0,1.0,10.956889419983455,41.47440022060851,47.56871035940803,0.6398029843429237,32.79605968685847
1075,Young Curry,Japanese,Breakfast,Vegetarian,624.0,20.8,72.5,49.7,11.4,33.2,1394.0,126.0,468.0,Steamed,31.0,110.0,2.1,0,https://example.com/images/meal_1075.jpg,820.5,0.31490384615384615,False,133.33333333333331,0.29333333333333333,0.07066666666666666,0.0,0.64,10.140158439975625,35.344302254722734,54.515539305301644,0.4328153564899453,28.736307129798906
1076,Family Pasta,Mediterranean,Breakfast,Vegan,822.0,63.7,45.9,46.1,16.8,36.5,587.0,206.0,258.0,Fried,59.0,79.0,2.8,0,https://example.com/images/meal_1076.jpg,853.3,0.03807785888077853,False,318.6046511627907,0.0,0.6086666666666667,0.0,1.0,29.86054142739951,21.516465486933082,48.62299308566742,0.46489120668776107,41.47115746708856
1077,Perform Soup,Japanese,Dinner,Vegan,787.0,43.9,32.2,45.3,22.3,7.2,1935.0,39.0,248.0,Raw,13.0,29.0,1.3,0,https://example.com/images/meal_1077.jpg,712.0999999999999,0.09517153748411701,False,317.33870967741933,0.021666666666666612,0.0,0.712,1.0,24.65945794130038,18.08734728268502,57.25319477601462,0.3333333333333333,41.34
1081,Open Pasta,American,Dinner,Low-Carb,698.0,20.7,113.8,44.8,18.0,32.4,1817.0,157.0,283.0,Steamed,28.0,14.0,2.6,0,https://example.com/images/meal_1081.jpg,941.2,0.3484240687679084,False,246.64310954063606,0.17000000000000004,0.0,0.0,1.0,8.7972800679983,48.36379090522737,42.83892902677432,0.6826391840203997,37.052783680408
1084,Model Salad,Indian,Dinner,Low-Carb,1070.0,19.0,52.2,32.2,13.1,2.2,1998.0,125.0,433.0,Baked,25.0,62.0,3.4,0,https://example.com/images/meal_1084.jpg,574.6,0.4629906542056075,False,247.11316397228637,0.0,0.0,0.912,0.8099999999999999,13.226592412112772,36.33832231117299,50.43508527671423,0.5688304907761922,45.81660981552385
1085,Place Rice,Chinese,Lunch,Keto,634.0,76.3,5.7,28.1,0.5,2.6,1432.0,234.0,471.0,Steamed,44.0,73.0,4.8,0,https://example.com/images/meal_1085.jpg,580.9,0.08375394321766565,False,134.6072186836518,0.2766666666666666,0.04533333333333334,0.896,0.0,52.53916336718885,3.924944052332588,43.53589258047857,0.23208240087220974,29.001648017444193
1086,Somebody Rice,Mediterranean,Breakfast,Vegetarian,834.0,14.0,137.4,56.8,14.2,0.7,2125.0,101.0,381.0,Grilled,34.0,37.0,4.8,0,https://example.com/images/meal_1086.jpg,1116.8,0.3390887290167865,False,218.8976377952756,0.0,0.0,0.972,0.9199999999999999,5.01432664756447,49.212034383954155,45.77363896848138,0.5706781279847183,49.253562559694366
1087,End Rice,Thai,Lunch,Balanced,973.0,77.2,148.6,20.0,6.1,11.1,1320.0,110.0,246.0,Grilled,23.0,116.0,3.7,0,https://example.com/images/meal_1087.jpg,1083.2,0.11325796505652626,False,395.5284552845528,0.0,0.12,0.556,0.10999999999999996,28.508124076809455,54.874446085672076,16.617429837518465,0.9436238306253077,34.592476612506154
1089,Themselves Soup,Indian,Snack,Low-Carb,1127.0,54.8,17.2,31.3,24.4,22.0,1486.0,67.0,135.0,Baked,45.0,36.0,2.6,0,https://example.com/images/meal_1089.jpg,569.7,0.49449866903283046,False,834.8148148148148,0.0,0.009333333333333305,0.12,1.0,38.47639108302615,12.076531507811126,49.44707740916271,0.36794219179685234,29.94551050260371
1091,Measure Sandwich,Indian,Snack,Keto,436.0,33.2,21.3,42.2,5.4,22.0,512.0,8.0,305.0,Roasted,23.0,22.0,4.4,0,https://example.com/images/meal_1091.jpg,597.8,0.37110091743119256,False,142.95081967213116,0.6066666666666667,0.6586666666666667,0.12,0.040000000000000036,22.214787554366012,14.252258280361326,63.53295416527267,0.3333333333333333,35.17333333333333
1093,Moment Soup,Indian,Lunch,Balanced,996.0,18.7,59.1,32.6,27.8,46.2,117.0,34.0,199.0,Grilled,33.0,51.0,4.7,0,https://example.com/images/meal_1093.jpg,604.6,0.3929718875502008,False,500.50251256281405,0.0,0.922,0.0,1.0,12.371816076744954,39.10023155805491,48.527952365200136,0.6324015878266621,51.08803175653325
1094,Arrive Salad,Chinese,Breakfast,Vegetarian,817.0,21.3,82.8,27.2,10.1,42.3,766.0,121.0,467.0,Raw,42.0,66.0,1.9,0,https://example.com/images/meal_1094.jpg,661.1999999999999,0.19069767441860475,False,174.94646680942185,0.0,0.4893333333333333,0.0,0.51,12.885662431941924,50.0907441016334,37.02359346642468,0.8477011494252874,36.94068965517241
1095,Hit Sandwich,Japanese,Lunch,Vegan,1026.0,62.6,72.5,52.1,23.2,33.6,1942.0,210.0,230.0,Grilled,49.0,53.0,3.8,0,https://example.com/images/meal_1095.jpg,1009.3,0.016276803118908428,False,446.08695652173907,0.0,0.0,0.0,1.0,24.809273754086995,28.73278509858318,46.45794114732984,0.6212473991875557,32.42494798375112
1096,Rise Stew,Mediterranean,Dinner,Paleo,662.0,77.9,20.3,37.2,21.8,5.2,1541.0,112.0,165.0,Boiled,29.0,91.0,2.2,0,https://example.com/images/meal_1096.jpg,727.6,0.0990936555891239,False,401.2121212121212,0.22999999999999998,0.0,0.792,1.0,42.825728422210005,11.159978009895546,46.01429356789445,0.3526663001649258,47.49332600329853
1097,These Salad,Japanese,Snack,Keto,837.0,24.9,81.2,22.2,19.9,30.2,211.0,294.0,308.0,Steamed,14.0,11.0,3.3,0,https://example.com/images/meal_1097.jpg,624.1999999999999,0.2542413381123059,False,271.75324675324674,0.0,0.8593333333333333,0.0,1.0,15.956424223005447,52.034604293495676,32.008971483498875,0.932607070383424,55.83880807433515
1098,Weight Curry,Italian,Breakfast,Balanced,862.0,31.8,41.4,23.3,4.5,39.7,1629.0,99.0,248.0,Boiled,49.0,73.0,4.8,0,https://example.com/images/meal_1098.jpg,502.5,0.4170533642691415,False,347.5806451612903,0.0,0.0,0.0,0.0,25.313432835820898,32.95522388059701,41.73134328358209,0.7703980099502487,15.407960199004972
1099,Return Sandwich,Mexican,Dinner,Vegan,409.0,51.2,43.0,5.0,8.1,49.5,769.0,70.0,276.0,Grilled,60.0,26.0,3.5,0,https://example.com/images/meal_1099.jpg,421.8,0.03129584352078242,False,148.18840579710144,0.6516666666666666,0.4873333333333333,0.0,0.30999999999999994,48.553816974869605,40.77761972498814,10.668563300142248,0.6185791054212108,41.35158210842421
1100,Success Curry,Mexican,Snack,Vegan,901.0,59.3,102.0,29.0,2.9,18.3,810.0,3.0,229.0,Steamed,6.0,64.0,2.6,0,https://example.com/images/meal_1100.jpg,906.2,0.005771365149833569,False,393.4497816593887,0.0,0.45999999999999996,0.268,0.0,26.17523725446921,45.02317369234164,28.80158905318914,1.0,34.56
1103,Film Rice,Japanese,Snack,Balanced,540.0,37.1,139.0,2.7,6.6,5.4,1490.0,102.0,430.0,Baked,25.0,100.0,4.9,1,https://example.com/images/meal_1103.jpg,728.6999999999999,0.34944444444444434,False,125.5813953488372,0.43333333333333335,0.00666666666666671,0.784,0.15999999999999998,20.365033621517775,76.30026073830109,3.334705640181145,0.38891176066968575,35.45823521339372
1104,Set Salad,Japanese,Lunch,Balanced,851.0,79.6,122.9,0.8,17.0,4.2,812.0,294.0,265.0,Roasted,43.0,79.0,1.0,0,https://example.com/images/meal_1104.jpg,817.2,0.039717978848413577,False,321.1320754716981,0.0,0.45866666666666667,0.832,1.0,38.96231032794909,60.15663240332844,0.8810572687224669,0.5293685756240823,56.400704845814985
1105,Road Sandwich,American,Dinner,Keto,556.0,58.0,18.1,30.8,26.4,19.5,2069.0,117.0,121.0,Roasted,40.0,82.0,4.5,0,https://example.com/images/meal_1105.jpg,581.5999999999999,0.046043165467625734,False,459.5041322314049,0.4066666666666666,0.0,0.21999999999999997,1.0,39.88995873452546,12.448418156808806,47.66162310866576,0.37414030261347975,40.01613938560292
1107,Find Stew,Mexican,Snack,Low-Carb,1016.0,79.1,27.9,20.3,1.7,32.9,751.0,197.0,319.0,Boiled,49.0,90.0,3.6,0,https://example.com/images/meal_1107.jpg,610.7,0.39891732283464565,False,318.4952978056427,0.0,0.4993333333333333,0.0,0.0,51.80939905027018,18.2741116751269,29.916489274602913,0.3865100158288303,17.71686698324327
1108,Agreement Soup,Japanese,Breakfast,Keto,699.0,62.0,79.2,44.4,20.0,14.4,1857.0,46.0,143.0,Fried,36.0,112.0,3.1,0,https://example.com/images/meal_1108.jpg,964.3999999999999,0.37968526466380526,False,488.81118881118886,0.16833333333333333,0.0,0.42399999999999993,1.0,25.71547075902116,32.84944006636251,41.435089174616344,0.7735725148624361,47.31811696391539
1112,Order Salad,Indian,Breakfast,Keto,887.0,37.2,121.6,59.2,14.3,18.1,1321.0,41.0,178.0,Steamed,49.0,9.0,1.1,0,https://example.com/images/meal_1112.jpg,1168.0,0.31679819616685456,False,498.314606741573,0.0,0.11933333333333329,0.2759999999999999,0.93,12.73972602739726,41.64383561643835,45.61643835616439,0.7020547945205479,40.54776255707762
1114,Blue Pasta,Indian,Dinner,Low-Carb,1030.0,56.4,47.4,49.1,6.0,11.8,1209.0,52.0,469.0,Boiled,56.0,69.0,1.5,0,https://example.com/images/meal_1114.jpg,857.1,0.16786407766990288,False,219.61620469083155,0.0,0.19399999999999995,0.528,0.1,26.32131606580329,22.121106055302764,51.557577878893945,0.42605880294014703,24.961176058802938
1115,Anything Sandwich,Italian,Lunch,Vegan,570.0,39.9,22.3,39.6,16.6,40.0,1992.0,144.0,286.0,Baked,36.0,38.0,3.6,0,https://example.com/images/meal_1115.jpg,605.2,0.06175438596491236,False,199.30069930069928,0.3833333333333333,0.0,0.0,1.0,26.371447455386647,14.738929279576999,58.88962326503635,0.3333333333333333,34.333333333333336
1116,Relationship Soup,Indian,Snack,Balanced,992.0,68.3,114.7,16.5,28.1,14.4,1637.0,298.0,488.0,Fried,40.0,44.0,1.1,0,https://example.com/images/meal_1116.jpg,880.5,0.1123991935483871,False,203.27868852459017,0.0,0.0,0.42399999999999993,1.0,31.027825099375356,52.10675752413402,16.86541737649063,0.9477569562748438,47.435139125496875
1118,Knowledge Sandwich,Thai,Breakfast,Vegan,713.0,31.4,121.4,41.8,10.0,15.3,1229.0,221.0,240.0,Fried,58.0,45.0,4.0,0,https://example.com/images/meal_1118.jpg,987.4000000000001,0.38485273492286126,False,297.0833333333333,0.14500000000000002,0.18066666666666664,0.388,0.5,12.720275470933764,49.17966376341908,38.10006076564715,0.8270035784214436,40.813404901762205
1122,Expect Sandwich,Thai,Lunch,Keto,554.0,76.9,6.6,48.3,13.0,43.3,455.0,62.0,222.0,Steamed,15.0,70.0,3.2,0,https://example.com/images/meal_1122.jpg,768.7,0.3875451263537907,False,249.54954954954954,0.41000000000000003,0.6966666666666667,0.0,0.8,40.015610771432286,3.434369715103421,56.55001951346429,0.24973982047612855,43.12812974285591
1123,Cover Rice,Thai,Lunch,Vegetarian,700.0,66.6,51.7,14.6,23.1,15.5,501.0,251.0,341.0,Grilled,28.0,107.0,4.0,0,https://example.com/images/meal_1123.jpg,604.6,0.13628571428571426,False,205.27859237536657,0.16666666666666663,0.6659999999999999,0.38,1.0,44.06218987760502,34.204432682765464,21.733377439629507,0.7523707134193408,59.30074760172015
1134,Affect Salad,Mediterranean,Breakfast,Low-Carb,1051.0,24.8,134.1,21.9,9.5,45.6,992.0,114.0,233.0,Roasted,9.0,80.0,2.2,0,https://example.com/images/meal_1134.jpg,832.7,0.20770694576593715,False,451.07296137339057,0.0,0.33866666666666667,0.0,0.45,11.913053920979944,64.41695688723429,23.669989191785756,0.7082682838957609,29.93869901124855
1135,Executive Sandwich,Mexican,Breakfast,Balanced,795.0,34.8,9.0,42.0,27.2,34.5,1746.0,242.0,155.0,Roasted,22.0,63.0,4.2,0,https://example.com/images/meal_1135.jpg,553.2,0.30415094339622634,False,512.9032258064516,0.008333333333333304,0.0,0.0,1.0,25.16268980477223,6.507592190889371,68.32971800433839,0.3333333333333333,26.833333333333332
1136,Yeah Salad,Japanese,Dinner,Paleo,597.0,49.6,4.0,12.4,5.0,18.1,2328.0,35.0,152.0,Baked,12.0,104.0,1.1,1,https://example.com/images/meal_1136.jpg,326.0,0.4539363484087102,False,392.7631578947369,0.3383333333333334,0.0,0.2759999999999999,0.0,60.858895705521476,4.9079754601226995,34.23312883435583,0.3333333333333333,18.953333333333333
1137,Much Sandwich,Mediterranean,Breakfast,Paleo,728.0,33.0,53.6,13.1,13.8,23.1,109.0,51.0,417.0,Roasted,38.0,43.0,2.1,0,https://example.com/images/meal_1137.jpg,464.29999999999995,0.36222527472527477,False,174.58033573141486,0.12,0.9273333333333333,0.07599999999999996,0.8800000000000001,28.429894464785704,46.17704070643981,25.3930648287745,1.0,60.06666666666668
1139,Reveal Wrap,Thai,Breakfast,Keto,567.0,39.9,78.8,33.1,3.6,42.4,576.0,169.0,368.0,Baked,36.0,109.0,1.1,0,https://example.com/images/meal_1139.jpg,772.7,0.3627865961199295,False,154.07608695652172,0.3883333333333333,0.616,0.0,0.0,20.654846641646174,40.792027953927786,38.55312540442604,0.940781243259566,38.90229153185799
1140,Attack Curry,Mediterranean,Dinner,Vegetarian,1192.0,65.3,6.6,56.8,18.6,27.5,1863.0,167.0,487.0,Boiled,7.0,14.0,2.7,0,https://example.com/images/meal_1140.jpg,798.8,0.3298657718120806,False,244.76386036960983,0.0,0.0,0.0,1.0,32.69904857285929,3.3049574361542313,63.99599399098648,0.3333333333333333,26.666666666666668
1141,Phone Soup,Mexican,Breakfast,Low-Carb,816.0,27.7,72.2,54.6,28.2,10.9,1612.0,154.0,233.0,Baked,37.0,54.0,2.0,0,https://example.com/images/meal_1141.jpg,891.0,0.09191176470588236,False,350.2145922746781,0.0,0.0,0.5640000000000001,1.0,12.435465768799101,32.413019079685746,55.15151515151515,0.4141414141414141,39.562828282828285
1142,Board Sandwich,American,Snack,Vegetarian,1041.0,73.2,38.3,56.4,1.7,25.0,759.0,121.0,218.0,Roasted,18.0,31.0,1.5,0,https://example.com/images/meal_1142.jpg,953.5999999999999,0.08395773294908751,False,477.52293577981646,0.0,0.494,0.0,0.0,30.704697986577184,16.06543624161074,53.22986577181208,0.3628355704697987,17.136711409395975
1144,Event Soup,Thai,Snack,Keto,1128.0,52.1,117.7,53.7,23.4,19.5,1751.0,88.0,190.0,Baked,59.0,112.0,3.8,0,https://example.com/images/meal_1144.jpg,1162.5,0.030585106382978722,False,593.6842105263157,0.0,0.0,0.21999999999999997,1.0,17.926881720430107,40.4989247311828,41.57419354838709,0.855878136200717,41.51756272401433
1146,Quality Pasta,Italian,Dinner,Keto,913.0,53.7,72.4,59.6,23.0,14.2,901.0,139.0,482.0,Fried,42.0,32.0,2.5,0,https://example.com/images/meal_1146.jpg,1040.8,0.13997809419496163,False,189.41908713692945,0.0,0.3993333333333333,0.43200000000000005,1.0,20.637970791698695,27.82475019215988,51.53727901614143,0.5214578529336408,47.055823725339486
1147,Environmental Soup,Indian,Breakfast,Paleo,641.0,38.8,102.6,12.2,20.4,23.2,803.0,150.0,191.0,Grilled,10.0,47.0,1.3,0,https://example.com/images/meal_1147.jpg,675.3999999999999,0.05366614664586562,False,335.6020942408377,0.265,0.4646666666666667,0.07200000000000006,1.0,22.978975421972166,60.76399170861713,16.257032869410722,0.8415506860132266,52.86434705359786
